Hora,Nombre completo del usuario,Usuario afectado,Contexto del evento,Componente,Nombre evento,Descripción
"26 junio 2025, 7:04:53 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227263' for the user with id '1684' for the grade item with id '2042'.
"26 junio 2025, 7:04:53 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227265' for the user with id '1684' for the grade item with id '2374'.
"26 junio 2025, 7:04:53 AM",1071,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234332' for the user with id '1684' for the grade item with id '2050'.
"26 junio 2025, 7:04:39 AM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 7:04:38 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227263' for the user with id '1684' for the grade item with id '2042'.
"26 junio 2025, 7:04:38 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227265' for the user with id '1684' for the grade item with id '2374'.
"26 junio 2025, 7:04:38 AM",1071,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234332' for the user with id '1684' for the grade item with id '2050'.
"26 junio 2025, 7:04:14 AM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 7:04:14 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227263' for the user with id '1684' for the grade item with id '2042'.
"26 junio 2025, 7:04:14 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227265' for the user with id '1684' for the grade item with id '2374'.
"26 junio 2025, 7:04:14 AM",1071,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234332' for the user with id '1684' for the grade item with id '2050'.
"26 junio 2025, 7:03:57 AM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 7:03:50 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1118' for the assignment with course module id '3462'.
"26 junio 2025, 7:01:50 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1118' for the assignment with course module id '3462'.
"26 junio 2025, 7:00:43 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227263' for the user with id '1684' for the grade item with id '2042'.
"26 junio 2025, 7:00:43 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227265' for the user with id '1684' for the grade item with id '2374'.
"26 junio 2025, 7:00:43 AM",1071,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234332' for the user with id '1684' for the grade item with id '2050'.
"26 junio 2025, 6:51:42 AM",1071,1684,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1684' for the assignment with course module id '3462'.
"26 junio 2025, 6:49:14 AM",1071,1686,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1686' for the assignment with course module id '3462'.
"26 junio 2025, 6:49:06 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1118' for the assignment with course module id '3462'.
"26 junio 2025, 6:44:06 AM",1071,1665,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1665' for the assignment with course module id '3462'.
"26 junio 2025, 6:44:05 AM",,1665,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227065' for the user with id '1665' for the grade item with id '2042'.
"26 junio 2025, 6:44:05 AM",,1665,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227067' for the user with id '1665' for the grade item with id '2374'.
"26 junio 2025, 6:44:05 AM",1071,1665,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234308' for the user with id '1665' for the grade item with id '2050'.
"26 junio 2025, 6:35:21 AM",1071,1665,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1665' for the assignment with course module id '3462'.
"26 junio 2025, 6:35:16 AM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:32:30 AM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:32:29 AM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215736' for the user with id '1694' for the grade item with id '2042'.
"26 junio 2025, 6:32:29 AM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215738' for the user with id '1694' for the grade item with id '2374'.
"26 junio 2025, 6:32:29 AM",1071,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216031' for the user with id '1694' for the grade item with id '2050'.
"26 junio 2025, 6:31:26 AM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:31:25 AM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215736' for the user with id '1694' for the grade item with id '2042'.
"26 junio 2025, 6:31:25 AM",,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215738' for the user with id '1694' for the grade item with id '2374'.
"26 junio 2025, 6:31:25 AM",1071,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '216031' for the user with id '1694' for the grade item with id '2050'.
"26 junio 2025, 6:21:04 AM",1071,1694,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3462'.
"26 junio 2025, 6:20:58 AM",1071,1118,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1118' for the assignment with course module id '3462'.
"26 junio 2025, 6:16:11 AM",1071,1680,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1680' for the assignment with course module id '3462'.
"25 junio 2025, 6:20:39 PM",1071,1657,Tarea: M1S1: Sistema de validación de productos,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1657' for the assignment with course module id '3454'.
"25 junio 2025, 5:59:33 PM",1071,1193,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1193' for the assignment with course module id '3462'.
"25 junio 2025, 4:40:51 PM",1071,1193,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1193' for the assignment with course module id '3462'.
"25 junio 2025, 4:40:50 PM",,1699,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228652' for the user with id '1699' for the grade item with id '2042'.
"25 junio 2025, 4:40:50 PM",,1699,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228654' for the user with id '1699' for the grade item with id '2374'.
"25 junio 2025, 4:40:50 PM",1071,1699,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234403' for the user with id '1699' for the grade item with id '2050'.
"25 junio 2025, 4:40:34 PM",1071,1699,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1699' for the assignment with course module id '3462'.
"25 junio 2025, 4:40:34 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227026' for the user with id '1681' for the grade item with id '2042'.
"25 junio 2025, 4:40:34 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227028' for the user with id '1681' for the grade item with id '2374'.
"25 junio 2025, 4:40:34 PM",1071,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234399' for the user with id '1681' for the grade item with id '2050'.
"25 junio 2025, 4:40:21 PM",1071,1681,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1681' for the assignment with course module id '3462'.
"25 junio 2025, 4:40:20 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227052' for the user with id '1680' for the grade item with id '2042'.
"25 junio 2025, 4:40:20 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227054' for the user with id '1680' for the grade item with id '2374'.
"25 junio 2025, 4:40:20 PM",1071,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234395' for the user with id '1680' for the grade item with id '2050'.
"25 junio 2025, 4:40:09 PM",1071,1680,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1680' for the assignment with course module id '3462'.
"25 junio 2025, 4:40:08 PM",,1664,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228576' for the user with id '1664' for the grade item with id '2042'.
"25 junio 2025, 4:40:08 PM",,1664,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228578' for the user with id '1664' for the grade item with id '2374'.
"25 junio 2025, 4:40:08 PM",1071,1664,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234391' for the user with id '1664' for the grade item with id '2050'.
"25 junio 2025, 4:39:58 PM",1071,1664,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1664' for the assignment with course module id '3462'.
"25 junio 2025, 4:39:57 PM",,1661,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226977' for the user with id '1661' for the grade item with id '2042'.
"25 junio 2025, 4:39:57 PM",,1661,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226979' for the user with id '1661' for the grade item with id '2374'.
"25 junio 2025, 4:39:57 PM",1071,1661,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234387' for the user with id '1661' for the grade item with id '2050'.
"25 junio 2025, 4:39:46 PM",1071,1661,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1661' for the assignment with course module id '3462'.
"25 junio 2025, 4:39:45 PM",,1657,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228207' for the user with id '1657' for the grade item with id '2042'.
"25 junio 2025, 4:39:45 PM",,1657,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '228209' for the user with id '1657' for the grade item with id '2374'.
"25 junio 2025, 4:39:45 PM",1071,1657,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234383' for the user with id '1657' for the grade item with id '2050'.
"25 junio 2025, 4:39:31 PM",1071,1657,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1657' for the assignment with course module id '3462'.
"25 junio 2025, 4:39:30 PM",,1653,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '212965' for the user with id '1653' for the grade item with id '2042'.
"25 junio 2025, 4:39:30 PM",,1653,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '215199' for the user with id '1653' for the grade item with id '2374'.
"25 junio 2025, 4:39:30 PM",1071,1653,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '212971' for the user with id '1653' for the grade item with id '2050'.
"25 junio 2025, 4:39:25 PM",1071,1653,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1653' for the assignment with course module id '3462'.
"25 junio 2025, 4:39:07 PM",1071,1653,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1653' for the assignment with course module id '3462'.
"25 junio 2025, 4:39:06 PM",,1527,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227741' for the user with id '1527' for the grade item with id '2042'.
"25 junio 2025, 4:39:06 PM",,1527,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227743' for the user with id '1527' for the grade item with id '2374'.
"25 junio 2025, 4:39:06 PM",1071,1527,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234379' for the user with id '1527' for the grade item with id '2050'.
"25 junio 2025, 4:39:00 PM",1071,1527,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1527' for the assignment with course module id '3462'.
"25 junio 2025, 4:38:47 PM",1071,1527,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1527' for the assignment with course module id '3462'.
"25 junio 2025, 4:38:47 PM",,1193,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227770' for the user with id '1193' for the grade item with id '2042'.
"25 junio 2025, 4:38:47 PM",,1193,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227772' for the user with id '1193' for the grade item with id '2374'.
"25 junio 2025, 4:38:47 PM",1071,1193,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '234375' for the user with id '1193' for the grade item with id '2050'.
"25 junio 2025, 4:38:30 PM",1071,1193,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1193' for the assignment with course module id '3462'.
"25 junio 2025, 4:38:12 PM",1071,1193,Tarea: Módulo 1 - Prueba de desempeño,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1193' for the assignment with course module id '3462'.
"25 junio 2025, 12:37:06 PM",,1667,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227151' for the user with id '1667' for the grade item with id '2042'.
"25 junio 2025, 12:37:06 PM",,1667,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227147' for the user with id '1667' for the grade item with id '2375'.
"25 junio 2025, 12:37:06 PM",,1667,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227145' for the user with id '1667' for the grade item with id '2376'.
"25 junio 2025, 12:37:06 PM",,1667,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227146' for the user with id '1667' for the grade item with id '2378'.
"25 junio 2025, 12:37:06 PM",1667,1667,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1667' updated the grade with id '227156' for the user with id '1667' for the grade item with id '2049'.
"25 junio 2025, 6:10:41 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227263' for the user with id '1684' for the grade item with id '2042'.
"25 junio 2025, 6:10:41 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227259' for the user with id '1684' for the grade item with id '2375'.
"25 junio 2025, 6:10:41 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227257' for the user with id '1684' for the grade item with id '2376'.
"25 junio 2025, 6:10:41 AM",,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227258' for the user with id '1684' for the grade item with id '2378'.
"25 junio 2025, 6:10:41 AM",1684,1684,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1684' updated the grade with id '227268' for the user with id '1684' for the grade item with id '2049'.
"21 junio 2025, 3:06:02 PM",1071,1694,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '215729' for the user with id '1694' for the grade item with id '2048'.
"21 junio 2025, 3:05:27 PM",1071,1694,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1694' for the assignment with course module id '3460'.
"21 junio 2025, 3:05:26 PM",,1685,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227202' for the user with id '1685' for the grade item with id '2042'.
"21 junio 2025, 3:05:26 PM",,1685,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227198' for the user with id '1685' for the grade item with id '2375'.
"21 junio 2025, 3:05:26 PM",,1685,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227196' for the user with id '1685' for the grade item with id '2376'.
"21 junio 2025, 3:05:26 PM",,1685,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227193' for the user with id '1685' for the grade item with id '2377'.
"21 junio 2025, 3:05:26 PM",1071,1685,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '227195' for the user with id '1685' for the grade item with id '2048'.
"21 junio 2025, 3:04:28 PM",1071,1685,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1685' for the assignment with course module id '3460'.
"21 junio 2025, 3:04:28 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227170' for the user with id '1683' for the grade item with id '2042'.
"21 junio 2025, 3:04:28 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227166' for the user with id '1683' for the grade item with id '2375'.
"21 junio 2025, 3:04:28 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227164' for the user with id '1683' for the grade item with id '2376'.
"21 junio 2025, 3:04:28 PM",,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227161' for the user with id '1683' for the grade item with id '2377'.
"21 junio 2025, 3:04:27 PM",1071,1683,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '227163' for the user with id '1683' for the grade item with id '2048'.
"21 junio 2025, 3:03:21 PM",1071,1683,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1683' for the assignment with course module id '3460'.
"21 junio 2025, 3:03:20 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227215' for the user with id '1682' for the grade item with id '2042'.
"21 junio 2025, 3:03:20 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227211' for the user with id '1682' for the grade item with id '2375'.
"21 junio 2025, 3:03:20 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227209' for the user with id '1682' for the grade item with id '2376'.
"21 junio 2025, 3:03:20 PM",,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227210' for the user with id '1682' for the grade item with id '2377'.
"21 junio 2025, 3:03:20 PM",1071,1682,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '227271' for the user with id '1682' for the grade item with id '2048'.
"21 junio 2025, 3:02:39 PM",1071,1682,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1682' for the assignment with course module id '3460'.
"21 junio 2025, 3:02:38 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227026' for the user with id '1681' for the grade item with id '2042'.
"21 junio 2025, 3:02:38 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227022' for the user with id '1681' for the grade item with id '2375'.
"21 junio 2025, 3:02:38 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227020' for the user with id '1681' for the grade item with id '2376'.
"21 junio 2025, 3:02:38 PM",,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227021' for the user with id '1681' for the grade item with id '2377'.
"21 junio 2025, 3:02:38 PM",1071,1681,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '227409' for the user with id '1681' for the grade item with id '2048'.
"21 junio 2025, 3:02:01 PM",1071,1681,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1681' for the assignment with course module id '3460'.
"21 junio 2025, 3:02:00 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227052' for the user with id '1680' for the grade item with id '2042'.
"21 junio 2025, 3:02:00 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227048' for the user with id '1680' for the grade item with id '2375'.
"21 junio 2025, 3:02:00 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227046' for the user with id '1680' for the grade item with id '2376'.
"21 junio 2025, 3:02:00 PM",,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227047' for the user with id '1680' for the grade item with id '2377'.
"21 junio 2025, 3:02:00 PM",1071,1680,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '227487' for the user with id '1680' for the grade item with id '2048'.
"21 junio 2025, 3:01:20 PM",1071,1680,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1680' for the assignment with course module id '3460'.
"21 junio 2025, 3:01:19 PM",,1679,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226993' for the user with id '1679' for the grade item with id '2042'.
"21 junio 2025, 3:01:19 PM",,1679,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226989' for the user with id '1679' for the grade item with id '2375'.
"21 junio 2025, 3:01:19 PM",,1679,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226987' for the user with id '1679' for the grade item with id '2376'.
"21 junio 2025, 3:01:19 PM",,1679,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '226984' for the user with id '1679' for the grade item with id '2377'.
"21 junio 2025, 3:01:19 PM",1071,1679,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '1071' updated the grade with id '226986' for the user with id '1679' for the grade item with id '2048'.
"21 junio 2025, 2:59:46 PM",1071,1679,Tarea: M1S3: Gestión de inventarios con funciones y colecciones,Tarea,Formulario de calificaciones visto,The user with id '1071' viewed the grading form for the user with id '1679' for the assignment with course module id '3460'.
"21 junio 2025, 2:59:45 PM",,1678,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227186' for the user with id '1678' for the grade item with id '2042'.
"21 junio 2025, 2:59:45 PM",,1678,Curso: Desarrollo: Ruta básica - BAQ (C3.1/AM),Sistema,Usuario calificado,The user with id '-1' updated the grade with id '227182' for the user with id '1678' for the grade item with id '2375'.
